"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000113319.13","HAVANA","gene",NA,NA,"ENSG00000113319.13","protein_coding","RASGRF2","2","HGNC:9876","OTTHUMG00000119015.6",-1.12229031550178,3.33469077486678,-2.33513084894166,0.019903064521859,0.373847614013696,-3.47861793914435
"ENSG00000243566.7","HAVANA","gene",NA,NA,"ENSG00000243566.7","protein_coding","UPK3B","2","HGNC:21444","OTTHUMG00000149929.3",1.48952572713634,-0.857291409238061,2.33377505813497,0.0199745655558554,0.374802251827572,-3.39267591163423
"ENSG00000188033.10","HAVANA","gene",NA,NA,"ENSG00000188033.10","protein_coding","ZNF490","1","HGNC:23705","OTTHUMG00000156398.3",-0.49347888170888,2.79548889978755,-2.3325145220392,0.0200412446912837,0.375419443152501,-3.4886193077971
"ENSG00000100321.15","HAVANA","gene",NA,NA,"ENSG00000100321.15","protein_coding","SYNGR1","1","HGNC:11498","OTTHUMG00000030978.6",0.923951118090137,4.81167888497715,2.33223066849003,0.0200562866643724,0.375419443152501,-3.81138823237244
"ENSG00000102125.16","HAVANA","gene",NA,NA,"ENSG00000102125.16","protein_coding","TAZ","2","HGNC:11577","OTTHUMG00000033190.38",0.55475967483443,4.09023364211644,2.33179618708775,0.0200793298487622,0.375419443152501,-3.73765184848585
"ENSG00000122641.11","HAVANA","gene",NA,NA,"ENSG00000122641.11","protein_coding","INHBA","2","HGNC:6066","OTTHUMG00000023574.5",-1.29334621860694,6.00895794918826,-2.33132788924057,0.0201041924664591,0.375419443152501,-3.75062779051019
"ENSG00000132510.10","HAVANA","gene",NA,NA,"ENSG00000132510.10","protein_coding","KDM6B","1","HGNC:29012","OTTHUMG00000178021.2",0.488797573779503,5.51633728553125,2.33113601620374,0.0201143870647062,0.375419443152501,-3.82360322971769
"ENSG00000262185.3","HAVANA","gene",NA,NA,"ENSG00000262185.3","lncRNA","LINC02861","2","HGNC:54406","OTTHUMG00000177610.4",1.11755121336855,-1.13050738515812,2.33080984010895,0.0201317278353874,0.375419443152501,-3.38647293240564
"ENSG00000170373.8","HAVANA","gene",NA,NA,"ENSG00000170373.8","protein_coding","CST1","2","HGNC:2473","OTTHUMG00000032085.2",-3.65199454013059,1.63290020409606,-2.32743116380526,0.0203121222131029,0.378183126151877,-3.36899772733891
"ENSG00000182771.19","HAVANA","gene",NA,NA,"ENSG00000182771.19","protein_coding","GRID1","2","HGNC:4575","OTTHUMG00000018650.7",-0.997610825742385,0.932692444109641,-2.32725330417958,0.020321657556655,0.378183126151877,-3.39386605671632
"ENSG00000165271.17","HAVANA","gene",NA,NA,"ENSG00000165271.17","protein_coding","NOL6","2","HGNC:19910","OTTHUMG00000000394.5",-0.446849139234629,6.01615344834629,-2.32555815175,0.0204127341240444,0.379488429469158,-3.82060911675533
"ENSG00000177854.8","HAVANA","gene",NA,NA,"ENSG00000177854.8","protein_coding","TMEM187","2","HGNC:13705","OTTHUMG00000024220.7",0.584587762754485,3.67693237178689,2.32436134918895,0.0204772503472427,0.380009781220138,-3.71383774120517
"ENSG00000126522.17","HAVANA","gene",NA,NA,"ENSG00000126522.17","protein_coding","ASL","1","HGNC:746","OTTHUMG00000022876.13",0.600675952896083,3.50246329066189,2.32384641094508,0.0205050640310512,0.380009781220138,-3.70047239176723
"ENSG00000183337.17","HAVANA","gene",NA,NA,"ENSG00000183337.17","protein_coding","BCOR","1","HGNC:20893","OTTHUMG00000024100.11",0.707173674878915,5.81617855622517,2.32355063458588,0.0205210549200923,0.380009781220138,-3.8498668246427
"ENSG00000188681.11","HAVANA","gene",NA,NA,"ENSG00000188681.11","transcribed_unprocessed_pseudogene","TEKT4P2","2","HGNC:40046","OTTHUMG00000172149.2",1.18055091064347,0.484833774611669,2.32282354368554,0.0205604108145641,0.380009781220138,-3.46462903191605
"ENSG00000104129.10","HAVANA","gene",NA,NA,"ENSG00000104129.10","protein_coding","DNAJC17","2","HGNC:25556","OTTHUMG00000130065.5",0.566177674345747,3.53896833869347,2.32208678657483,0.0206003572290078,0.380009781220138,-3.70340228242441
"ENSG00000174165.8","HAVANA","gene",NA,NA,"ENSG00000174165.8","protein_coding","ZDHHC24","1","HGNC:27387","OTTHUMG00000167096.4",0.5659217607956,4.73241784876952,2.32193010072769,0.0206088613629245,0.380009781220138,-3.81254041872952
"ENSG00000198542.14","HAVANA","gene",NA,NA,"ENSG00000198542.14","protein_coding","ITGBL1","2","HGNC:6164","OTTHUMG00000017296.6",-1.85701970771707,3.7396208234541,-2.32158558836548,0.0206275705878911,0.380009781220138,-3.48603265565632
"ENSG00000119669.5","HAVANA","gene",NA,NA,"ENSG00000119669.5","protein_coding","IRF2BPL","2","HGNC:14282","OTTHUMG00000171578.2",0.608076033509382,6.02378900676867,2.32130598279625,0.020642765874546,0.380009781220138,-3.85576696771585
"ENSG00000145555.15","HAVANA","gene",NA,NA,"ENSG00000145555.15","protein_coding","MYO10","1","HGNC:7593","OTTHUMG00000161822.5",-1.18804627493045,6.0619095862985,-2.32096001953572,0.0206615809448356,0.380009781220138,-3.78751095279174
"ENSG00000196458.11","HAVANA","gene",NA,NA,"ENSG00000196458.11","protein_coding","ZNF605","2","HGNC:28068","OTTHUMG00000167934.4",-0.719767985990988,4.46302666007191,-2.32089300515747,0.020665227227317,0.380009781220138,-3.66876078477206
"ENSG00000145757.16","HAVANA","gene",NA,NA,"ENSG00000145757.16","protein_coding","SPATA9","2","HGNC:22988","OTTHUMG00000121169.5",0.903976451282041,-1.69363104958243,2.3207797346119,0.020671391607804,0.380009781220138,-3.39593814170168
"ENSG00000171462.15","HAVANA","gene",NA,NA,"ENSG00000171462.15","protein_coding","DLK2","2","HGNC:21113","OTTHUMG00000014735.3",-0.936598184145462,0.400440527049758,-2.31947814991977,0.0207423415729502,0.380647583975134,-3.40285966294186
"ENSG00000258498.8","HAVANA","gene",NA,NA,"ENSG00000258498.8","lncRNA","DIO3OS","2","HGNC:20348","OTTHUMG00000171682.1",1.74288490735884,-0.996645621368892,2.31921833584315,0.0207565296155153,0.380647583975134,-3.42649253270134
"ENSG00000154080.14","HAVANA","gene",NA,NA,"ENSG00000154080.14","protein_coding","CHST9","2","HGNC:19898","OTTHUMG00000179469.5",-2.70564069630948,-0.392268827402682,-2.31876853910311,0.0207811123733605,0.380647583975134,-3.38445286680159
"ENSG00000182405.6","HAVANA","gene",NA,NA,"ENSG00000182405.6","protein_coding","PGBD4","1","HGNC:19401","OTTHUMG00000129370.4",0.528809912540652,1.6541628288076,2.31860445295549,0.0207900865130411,0.380647583975134,-3.50900597945911
"ENSG00000063046.18","HAVANA","gene",NA,NA,"ENSG00000063046.18","protein_coding","EIF4B","1","HGNC:3285","OTTHUMG00000169570.7",0.52826697531688,8.33695436319633,2.3177205947992,0.020838484452368,0.381148707551586,-3.82909432297555
"ENSG00000138834.14","HAVANA","gene",NA,NA,"ENSG00000138834.14","protein_coding","MAPK8IP3","2","HGNC:6884","OTTHUMG00000128637.6",0.73324491722416,5.29124521967589,2.31714850698759,0.0208698630729164,0.381326703978676,-3.8550963078826
"ENSG00000204103.4","HAVANA","gene",NA,NA,"ENSG00000204103.4","protein_coding","MAFB","2","HGNC:6408","OTTHUMG00000033052.3",-0.802541004503297,5.80346223931679,-2.31677647120024,0.0208902911315693,0.381326703978676,-3.80436034605847
"ENSG00000108515.18","HAVANA","gene",NA,NA,"ENSG00000108515.18","protein_coding","ENO3","1","HGNC:3354","OTTHUMG00000099394.8",0.792831239631513,1.86625736595555,2.31602618145893,0.0209315418468478,0.381676542017301,-3.55357712012662
"ENSG00000197530.12","HAVANA","gene",NA,NA,"ENSG00000197530.12","protein_coding","MIB2","1","HGNC:30577","OTTHUMG00000074647.10",0.731357742140546,3.92386173215076,2.31566236326837,0.0209515700820487,0.381676542017301,-3.77367458346383
"ENSG00000198624.13","HAVANA","gene",NA,NA,"ENSG00000198624.13","protein_coding","CCDC69","2","HGNC:24487","OTTHUMG00000130127.3",0.947388433401303,3.96374443921737,2.31494398998688,0.0209911658032305,0.382013927057587,-3.80233721655171
"ENSG00000184640.19","HAVANA","gene",NA,NA,"ENSG00000184640.19","protein_coding","SEPTIN9","1","HGNC:7323","OTTHUMG00000177327.18",0.617799379981227,8.46963539568944,2.31336960040765,0.0210781726915931,0.383212595995805,-3.83260544656913
"ENSG00000154813.10","HAVANA","gene",NA,NA,"ENSG00000154813.10","protein_coding","DPH3","2","HGNC:27717","OTTHUMG00000129866.3",-0.418778844161533,4.84472387392334,-2.3123011742561,0.0211373973928719,0.383721860156099,-3.76582570170887
"ENSG00000128731.18","HAVANA","gene",NA,NA,"ENSG00000128731.18","protein_coding","HERC2","1","HGNC:4868","OTTHUMG00000129251.7",0.497355434062561,6.17289026492451,2.31210074747136,0.0211485235736479,0.383721860156099,-3.87668127318684
"ENSG00000102230.14","HAVANA","gene",NA,NA,"ENSG00000102230.14","protein_coding","PCYT1B","2","HGNC:8755","OTTHUMG00000021270.6",-1.84454410383982,-0.832583455281072,-2.31069999516752,0.0212264256832352,0.384750191934322,-3.40137117905548
"ENSG00000168488.18","HAVANA","gene",NA,NA,"ENSG00000168488.18","protein_coding","ATXN2L","1","HGNC:31326","OTTHUMG00000097038.6",0.456416522044467,6.96946090827199,2.30888847290679,0.021327544159182,0.385172168249585,-3.88017377640662
"ENSG00000165495.16","HAVANA","gene",NA,NA,"ENSG00000165495.16","protein_coding","PKNOX2","2","HGNC:16714","OTTHUMG00000165884.5",1.69526270043366,-0.962677991108049,2.30834115642328,0.0213581777934257,0.385172168249585,-3.45009567012332
"ENSG00000152894.15","HAVANA","gene",NA,NA,"ENSG00000152894.15","protein_coding","PTPRK","2","HGNC:9674","OTTHUMG00000015536.10",-1.10429477477999,6.67018612207987,-2.30750229454203,0.0214052039792079,0.385172168249585,-3.86130379777187
"ENSG00000114646.10","HAVANA","gene",NA,NA,"ENSG00000114646.10","protein_coding","CSPG5","2","HGNC:2467","OTTHUMG00000133518.3",-1.33028541904297,0.82822780898645,-2.30739040322446,0.0214114833809472,0.385172168249585,-3.42907872309974
"ENSG00000175182.15","HAVANA","gene",NA,NA,"ENSG00000175182.15","protein_coding","FAM131A","1","HGNC:28308","OTTHUMG00000156206.21",0.499107965717469,3.93584865875309,2.30726582478502,0.021418476683326,0.385172168249585,-3.77490723388025
"ENSG00000185664.14","HAVANA","gene",NA,NA,"ENSG00000185664.14","protein_coding","PMEL","1","HGNC:10880","OTTHUMG00000170573.5",0.86894058462063,1.36875573035893,2.30714987310226,0.0214249875084033,0.385172168249585,-3.53805375830089
"ENSG00000104529.17","HAVANA","gene",NA,NA,"ENSG00000104529.17","protein_coding","EEF1D","1","HGNC:3211","OTTHUMG00000165191.23",0.633690539212431,6.14238925707505,2.30675064439371,0.0214474178965051,0.385172168249585,-3.88894110635524
"ENSG00000136478.8","HAVANA","gene",NA,NA,"ENSG00000136478.8","protein_coding","TEX2","2","HGNC:30884","OTTHUMG00000178881.2",-0.647024657786417,6.68062792668548,-2.30673244743443,0.0214484407684624,0.385172168249585,-3.87990297506069
"ENSG00000167604.15","HAVANA","gene",NA,NA,"ENSG00000167604.15","protein_coding","NFKBID","1","HGNC:15671","OTTHUMG00000180760.7",0.662154418836073,1.99692716137877,2.30654716938242,0.0214588578853324,0.385172168249585,-3.57346236477763
"ENSG00000179886.6","HAVANA","gene",NA,NA,"ENSG00000179886.6","protein_coding","TIGD5","2","HGNC:18336","OTTHUMG00000162260.3",0.704026757376498,3.65990720748876,2.30648769169885,0.0214622029091957,0.385172168249585,-3.76483180714121
"ENSG00000139370.12","HAVANA","gene",NA,NA,"ENSG00000139370.12","protein_coding","SLC15A4","1","HGNC:23090","OTTHUMG00000168415.4",-0.39448575046877,4.9375020303331,-2.30455216914815,0.0215713054219339,0.386424059043206,-3.79359106772918
"ENSG00000169057.24","HAVANA","gene",NA,NA,"ENSG00000169057.24","protein_coding","MECP2","2","HGNC:6990","OTTHUMG00000024229.17",0.425497994690764,6.1521900034996,2.30449390568261,0.0215745971395633,0.386424059043206,-3.89313629508658
"ENSG00000128928.10","HAVANA","gene",NA,NA,"ENSG00000128928.10","protein_coding","IVD","1","HGNC:6186","OTTHUMG00000129984.10",0.880201533955979,6.35433956023868,2.30314748576917,0.0216507882285922,0.387405910593744,-3.89516426171893
"ENSG00000164176.13","HAVANA","gene",NA,NA,"ENSG00000164176.13","protein_coding","EDIL3","2","HGNC:3173","OTTHUMG00000119047.3",-1.95042079043325,4.57976702722236,-2.3016855216794,0.0217337835828733,0.388189764492309,-3.59722490970359
"ENSG00000269352.1","HAVANA","gene",NA,NA,"ENSG00000269352.1","lncRNA","PTOV1-AS2","2","HGNC:51284","OTTHUMG00000183259.1",0.828656980235341,-0.0264149316416737,2.30125197610585,0.021758449182828,0.388189764492309,-3.46765764592395
"ENSG00000214253.9","HAVANA","gene",NA,NA,"ENSG00000214253.9","protein_coding","FIS1","1","HGNC:21689","OTTHUMG00000157106.4",0.586541418330262,6.08307614701306,2.30102214600349,0.0217715347548146,0.388189764492309,-3.90137876537284
"ENSG00000198498.10","HAVANA","gene",NA,NA,"ENSG00000198498.10","protein_coding","TMA16","1","HGNC:25638","OTTHUMG00000161528.2",0.576610188915882,4.48203523424738,2.30021265657799,0.0218176784319189,0.388189764492309,-3.84617574094138
"ENSG00000155875.15","HAVANA","gene",NA,NA,"ENSG00000155875.15","protein_coding","SAXO1","1","HGNC:28566","OTTHUMG00000019609.6",-1.13785069320762,-1.48332708276671,-2.30014198984127,0.0218217107259791,0.388189764492309,-3.42342280590246
"ENSG00000245468.4","HAVANA","gene",NA,NA,"ENSG00000245468.4","lncRNA","LINC02447","2","HGNC:53379","OTTHUMG00000159980.2",1.20946564321804,-1.36402445242235,2.2992122635722,0.021874822157152,0.388189764492309,-3.45098692806507
"ENSG00000135722.9","HAVANA","gene",NA,NA,"ENSG00000135722.9","protein_coding","FBXL8","1","HGNC:17875","OTTHUMG00000137514.5",0.687564673020367,1.42027971252394,2.29917180293819,0.0218771360653766,0.388189764492309,-3.54361467709016
"ENSG00000105697.9","HAVANA","gene",NA,NA,"ENSG00000105697.9","protein_coding","HAMP","2","HGNC:15598","OTTHUMG00000183295.2",1.26157560367675,-0.0185833328840681,2.29902240112197,0.0218856820747868,0.388189764492309,-3.49146760663676
"ENSG00000167552.14","HAVANA","gene",NA,NA,"ENSG00000167552.14","protein_coding","TUBA1A","1","HGNC:20766","OTTHUMG00000169511.4",-0.844671404430125,7.69588450155117,-2.29899340912227,0.0218873407983636,0.388189764492309,-3.9063418802106
"ENSG00000126814.7","HAVANA","gene",NA,NA,"ENSG00000126814.7","protein_coding","TRMT5","1","HGNC:23141","OTTHUMG00000171294.4",-0.421868460102334,4.51126356798386,-2.29745890305877,0.0219752914148758,0.389311524199588,-3.76107607826003
"ENSG00000277406.2","HAVANA","gene",NA,NA,"ENSG00000277406.2","transcribed_unprocessed_pseudogene","SEC22B4P","2","HGNC:53892","OTTHUMG00000188667.2",0.780167989433213,-1.01367831629704,2.29678165781869,0.0220142058675403,0.389311524199588,-3.45501530440147
"ENSG00000229474.7","HAVANA","gene",NA,NA,"ENSG00000229474.7","protein_coding","PATL2","1","HGNC:33630","OTTHUMG00000171932.2",1.26839652646668,-0.13225476043017,2.29676744291692,0.0220150232982775,0.389311524199588,-3.48767294306139
"ENSG00000102032.13","HAVANA","gene",NA,NA,"ENSG00000102032.13","protein_coding","RENBP","2","HGNC:9959","OTTHUMG00000024224.10",0.895555434440986,2.68679969113837,2.29576722659925,0.0220726074556083,0.389891604312532,-3.70002875806188
"ENSG00000198673.10","HAVANA","gene",NA,NA,"ENSG00000198673.10","protein_coding","TAFA2","1","HGNC:21589","OTTHUMG00000170207.6",0.885697627082067,0.110881064510773,2.29506915568379,0.0221128743922489,0.389891604312532,-3.48899145469584
"ENSG00000102174.9","HAVANA","gene",NA,NA,"ENSG00000102174.9","protein_coding","PHEX","2","HGNC:8918","OTTHUMG00000021241.3",1.18155439474844,1.8624504997724,2.29458055471981,0.0221410965437161,0.389891604312532,-3.64169812113052
"ENSG00000279133.1","HAVANA","gene",NA,NA,"ENSG00000279133.1","TEC","AC018628.1","2",NA,"OTTHUMG00000179252.1",-0.95969537218003,0.0279636737851892,-2.29423305701546,0.0221611875210584,0.389891604312532,-3.45043317124861
"ENSG00000169247.14","HAVANA","gene",NA,NA,"ENSG00000169247.14","protein_coding","SH3TC2","1","HGNC:29427","OTTHUMG00000129930.6",-1.30474024012997,0.487143814662712,-2.29400819006478,0.0221741969328617,0.389891604312532,-3.45271166504266
"ENSG00000169169.15","HAVANA","gene",NA,NA,"ENSG00000169169.15","protein_coding","CPT1C","2","HGNC:18540","OTTHUMG00000183267.5",0.867909303607156,1.6514352361604,2.29393277484859,0.0221785614823165,0.389891604312532,-3.59132802347972
"ENSG00000153767.10","HAVANA","gene",NA,NA,"ENSG00000153767.10","protein_coding","GTF2E1","2","HGNC:4650","OTTHUMG00000159667.4",-0.477985028557298,4.3120941000239,-2.2935902071482,0.0221983965381515,0.389891604312532,-3.73921129655556
"ENSG00000175874.10","HAVANA","gene",NA,NA,"ENSG00000175874.10","protein_coding","CREG2","2","HGNC:14272","OTTHUMG00000130692.4",-1.22407603417623,-1.56496058708529,-2.29300056060008,0.0222325739702109,0.390113174055859,-3.43832920442687
"ENSG00000089048.14","HAVANA","gene",NA,NA,"ENSG00000089048.14","protein_coding","ESF1","2","HGNC:15898","OTTHUMG00000031906.1",-0.556134377499777,4.64037423307345,-2.29263034329567,0.0222540561609709,0.390113174055859,-3.77306170326092
"ENSG00000174950.11","HAVANA","gene",NA,NA,"ENSG00000174950.11","protein_coding","CD164L2","2","HGNC:32043","OTTHUMG00000003395.5",-2.04503087963412,-0.748018555022457,-2.29167595711242,0.0223095187695056,0.390707572189429,-3.44119551366207
"ENSG00000088808.18","HAVANA","gene",NA,NA,"ENSG00000088808.18","protein_coding","PPP1R13B","1","HGNC:14950","OTTHUMG00000171647.5",0.490684893982668,5.19155107026493,2.29082352415337,0.0223591583925312,0.391198943072413,-3.90248490853775
"ENSG00000179715.13","HAVANA","gene",NA,NA,"ENSG00000179715.13","protein_coding","PCED1B","2","HGNC:28255","OTTHUMG00000169617.4",0.968277744669558,3.35296466496279,2.28694580167155,0.0225861866444747,0.394518325204345,-3.80343864744459
"ENSG00000160460.16","HAVANA","gene",NA,NA,"ENSG00000160460.16","protein_coding","SPTBN4","2","HGNC:14896","OTTHUMG00000182592.6",1.35848705188342,1.28976661922821,2.28656864028595,0.0226083750764753,0.394518325204345,-3.61645868960077
"ENSG00000136247.15","HAVANA","gene",NA,NA,"ENSG00000136247.15","protein_coding","ZDHHC4","2","HGNC:18471","OTTHUMG00000023579.5",0.548352655573972,4.63824199461787,2.28647010214294,0.0226141752117022,0.394518325204345,-3.88511835364549
"ENSG00000108469.15","HAVANA","gene",NA,NA,"ENSG00000108469.15","protein_coding","RECQL5","1","HGNC:9950","OTTHUMG00000179795.3",0.499360125622068,4.8984289542589,2.28537575449879,0.0226786777406138,0.394921842737554,-3.90046282226452
"ENSG00000101624.11","HAVANA","gene",NA,NA,"ENSG00000101624.11","protein_coding","CEP76","1","HGNC:25727","OTTHUMG00000131701.4",-0.561612439407341,2.95976147725426,-2.28507224304109,0.022696595546087,0.394921842737554,-3.60133709574707
"ENSG00000226328.7","HAVANA","gene",NA,NA,"ENSG00000226328.7","lncRNA","NUP50-DT","1","HGNC:50502","OTTHUMG00000151264.4",0.623253423111593,2.56012005513326,2.28487564564363,0.0227082082596907,0.394921842737554,-3.67624349739387
"ENSG00000103932.12","HAVANA","gene",NA,NA,"ENSG00000103932.12","protein_coding","RPAP1","1","HGNC:24567","OTTHUMG00000130342.3",0.399975665272022,4.92094664167018,2.2840626578457,0.0227562852213576,0.394921842737554,-3.89884853511764
"ENSG00000122756.15","HAVANA","gene",NA,NA,"ENSG00000122756.15","protein_coding","CNTFR","2","HGNC:2170","OTTHUMG00000019821.6",-2.51222347797799,0.50367949015516,-2.28343859626554,0.0227932499602182,0.394921842737554,-3.46094696756276
"ENSG00000231290.6","HAVANA","gene",NA,NA,"ENSG00000231290.6","lncRNA","APCDD1L-DT","2","HGNC:27152","OTTHUMG00000032847.3",-2.04228626785071,-0.873903535068779,-2.28339892092268,0.0227956017983819,0.394921842737554,-3.45839885561381
"ENSG00000246889.2","HAVANA","gene",NA,NA,"ENSG00000246889.2","lncRNA","AP000487.1","1",NA,"OTTHUMG00000167270.2",0.921928764604429,-0.442022390574203,2.2831098442062,0.0228127438028006,0.394921842737554,-3.4969443741423
"ENSG00000133114.18","HAVANA","gene",NA,NA,"ENSG00000133114.18","protein_coding","GPALPP1","1","HGNC:20298","OTTHUMG00000016841.8",0.451304451902873,4.54244016808091,2.28295425631831,0.0228219746809272,0.394921842737554,-3.87904277925534
"ENSG00000157168.20","HAVANA","gene",NA,NA,"ENSG00000157168.20","protein_coding","NRG1","2","HGNC:7997","OTTHUMG00000163918.29",-2.00769335441933,1.43483288650487,-2.28270144938532,0.0228369804099812,0.394921842737554,-3.48004359299234
"ENSG00000165028.12","HAVANA","gene",NA,NA,"ENSG00000165028.12","protein_coding","NIPSNAP3B","2","HGNC:23641","OTTHUMG00000020414.4",-0.92237791760555,1.18145725941735,-2.28239500955434,0.0228551811227901,0.394921842737554,-3.49470732657542
"ENSG00000120068.7","HAVANA","gene",NA,NA,"ENSG00000120068.7","protein_coding","HOXB8","2","HGNC:5119","OTTHUMG00000159904.4",-1.65745800903183,-0.990907424542673,-2.28142844461947,0.0229126721771081,0.395538186554534,-3.46247298046452
"ENSG00000121310.17","HAVANA","gene",NA,NA,"ENSG00000121310.17","protein_coding","ECHDC2","2","HGNC:23408","OTTHUMG00000008927.10",0.679599404183275,5.50948190043278,2.28070009434004,0.0229560774704447,0.395910428381808,-3.9403133211484
"ENSG00000136859.10","HAVANA","gene",NA,NA,"ENSG00000136859.10","protein_coding","ANGPTL2","2","HGNC:490","OTTHUMG00000020695.2",-1.10906044486669,5.74866985986656,-2.28014307569125,0.0229893207445681,0.396037231908816,-3.85849772478472
"ENSG00000157600.12","HAVANA","gene",NA,NA,"ENSG00000157600.12","protein_coding","TMEM164","2","HGNC:26217","OTTHUMG00000022192.3",0.829934684458361,6.07775388683201,2.27966935055091,0.0230176259879324,0.396037231908816,-3.94908011511482
"ENSG00000165105.10","HAVANA","gene",NA,NA,"ENSG00000165105.10","protein_coding","RASEF","2","HGNC:26464","OTTHUMG00000020100.2",-1.34180319030903,5.79110753760317,-2.27940302610754,0.0230335522918351,0.396037231908816,-3.84262587922853
"ENSG00000125755.19","HAVANA","gene",NA,NA,"ENSG00000125755.19","protein_coding","SYMPK","2","HGNC:22935","OTTHUMG00000150151.6",0.478315998026864,6.60105747836869,2.27911434421566,0.0230508264186142,0.396037231908816,-3.94972020343468
"ENSG00000061455.11","HAVANA","gene",NA,NA,"ENSG00000061455.11","protein_coding","PRDM6","2","HGNC:9350","OTTHUMG00000150469.4",-1.35568702208445,1.49051017521207,-2.2778039998743,0.023129376617842,0.397010492968755,-3.50220910490654
"ENSG00000007129.18","HAVANA","gene",NA,NA,"ENSG00000007129.18","protein_coding","CEACAM21","2","HGNC:28834","OTTHUMG00000151062.9",1.10109024276956,0.0404120287665755,2.27677873730968,0.0231909996796552,0.397691636890662,-3.5319711289819
"ENSG00000172977.13","HAVANA","gene",NA,NA,"ENSG00000172977.13","protein_coding","KAT5","1","HGNC:5275","OTTHUMG00000166617.5",0.389897570866198,3.32773191446518,2.27618978380167,0.0232264631384136,0.397923318380799,-3.76087663886524
"ENSG00000136114.17","HAVANA","gene",NA,NA,"ENSG00000136114.17","protein_coding","THSD1","2","HGNC:17754","OTTHUMG00000016963.7",-0.772430085479944,2.11898960320527,-2.27391542853869,0.0233638555807382,0.39989919382102,-3.5516174048414
"ENSG00000140945.17","HAVANA","gene",NA,NA,"ENSG00000140945.17","protein_coding","CDH13","1","HGNC:1753","OTTHUMG00000176635.3",-1.2181672451112,2.83010967783293,-2.27332944575749,0.0233993688631011,0.400129207559029,-3.57124289050558
"ENSG00000196586.16","HAVANA","gene",NA,NA,"ENSG00000196586.16","protein_coding","MYO6","2","HGNC:7605","OTTHUMG00000015061.7",-0.785514824423352,7.78916418634166,-2.27160868036764,0.0235039269592642,0.401159553640852,-3.96655696089774
"ENSG00000136026.14","HAVANA","gene",NA,NA,"ENSG00000136026.14","protein_coding","CKAP4","1","HGNC:16991","OTTHUMG00000170085.3",-0.619722965294164,7.29686644153969,-2.27112739341256,0.0235332438519288,0.401159553640852,-3.96785638839343
"ENSG00000204084.13","HAVANA","gene",NA,NA,"ENSG00000204084.13","protein_coding","INPP5B","2","HGNC:6077","OTTHUMG00000004436.3",0.50657009591168,4.06224595907324,2.27106029196409,0.0235373337653623,0.401159553640852,-3.86798344748661
"ENSG00000171840.12","HAVANA","gene",NA,NA,"ENSG00000171840.12","protein_coding","NINJ2","2","HGNC:7825","OTTHUMG00000090311.5",-1.0512881705915,2.28916831693889,-2.27088288519966,0.0235481498992534,0.401159553640852,-3.55078571021432
"ENSG00000276571.1","HAVANA","gene",NA,NA,"ENSG00000276571.1","lncRNA","AC002550.2","2",NA,"OTTHUMG00000186793.1",-0.754054620580474,-1.33474464172303,-2.27031304638424,0.0235829210909256,0.401209022336132,-3.48693975904656
"ENSG00000167797.8","HAVANA","gene",NA,NA,"ENSG00000167797.8","protein_coding","CDK2AP2","2","HGNC:30833","OTTHUMG00000167676.1",0.736571964705243,5.56418089854509,2.27010998395675,0.0235953226200109,0.401209022336132,-3.965660987824
"ENSG00000136169.16","HAVANA","gene",NA,NA,"ENSG00000136169.16","protein_coding","SETDB2","2","HGNC:20263","OTTHUMG00000016918.4",0.49798300170853,4.04662375064219,2.26873851658553,0.0236792302418431,0.402234394566876,-3.87238497056387
"ENSG00000187866.10","HAVANA","gene",NA,NA,"ENSG00000187866.10","protein_coding","FAM122A","2","HGNC:23490","OTTHUMG00000019971.4",-0.436881826991523,4.66508650957004,-2.26811080121593,0.0237177209628804,0.402234394566876,-3.8423424243921
"ENSG00000243696.5","HAVANA","gene",NA,NA,"ENSG00000243696.5","protein_coding","AC006254.1","1",NA,"OTTHUMG00000186063.4",1.03481856882725,-1.33084790663739,2.26782758177304,0.0237351054374534,0.402234394566876,-3.51450094545545
"ENSG00000148484.18","HAVANA","gene",NA,NA,"ENSG00000148484.18","protein_coding","RSU1","2","HGNC:10464","OTTHUMG00000017740.5",-0.763194654513411,6.51697979367305,-2.26749144244071,0.023755752606747,0.402234394566876,-3.95768766022022
"ENSG00000144730.19","HAVANA","gene",NA,NA,"ENSG00000144730.19","protein_coding","IL17RD","2","HGNC:17616","OTTHUMG00000150171.5",-1.33027816949645,4.57056405351284,-2.26705910222805,0.0237823318321121,0.402234394566876,-3.73039740666783
"ENSG00000127252.7","HAVANA","gene",NA,NA,"ENSG00000127252.7","protein_coding","PLAAT1","2","HGNC:14922","OTTHUMG00000156104.4",-2.46791645243734,0.315669027830478,-2.26671772996299,0.0238033368427933,0.402234394566876,-3.49430723091786
"ENSG00000225031.1","HAVANA","gene",NA,NA,"ENSG00000225031.1","processed_pseudogene","EIF4BP7","1","HGNC:37940","OTTHUMG00000022206.1",0.600479082353597,1.86649657745042,2.266593863849,0.023810962450086,0.402234394566876,-3.64606734829114
"ENSG00000228146.8","HAVANA","gene",NA,NA,"ENSG00000228146.8","transcribed_unitary_pseudogene","CASP16P","1","HGNC:27290","OTTHUMG00000177520.3",1.60133157151395,-0.556348594786073,2.26554750968147,0.0238754643095118,0.402556081387932,-3.55099885369435
