"","Gene","gene_id","gene_type","logFC.x","P.Value.x","adj.P.Val.x","chr","Name","Relation_to_Island","Gene_Group","logFC.y","P.Value.y","adj.P.Val.y","Gene_expression","DNA_Methylation"
"1329","MITF","ENSG00000187098.17","protein_coding",-1.01063098211292,0.0273549810242267,0.424154307994126,"chr3","cg16905280","OpenSea","TSS1500",-1.59611083891769,8.27074148212432e-05,0.0151086484892398,"Down","Hypo"
"1330","MITF","ENSG00000187098.17","protein_coding",-1.01063098211292,0.0273549810242267,0.424154307994126,"chr3","cg13264800","OpenSea","TSS1500",-1.18993138960716,0.00727878892525872,0.20234335798266,"Down","Hypo"
"1331","MITF","ENSG00000187098.17","protein_coding",-1.01063098211292,0.0273549810242267,0.424154307994126,"chr3","cg25129985","OpenSea","Body",-1.35531824986907,0.00662417254052806,0.192338113084944,"Down","Hypo"
"1332","MITF","ENSG00000187098.17","protein_coding",-1.01063098211292,0.0273549810242267,0.424154307994126,"chr3","cg06640206","OpenSea","TSS200",-1.15394667259211,0.00501384178615061,0.166736462758598,"Down","Hypo"
"1333","MITF","ENSG00000187098.17","protein_coding",-1.01063098211292,0.0273549810242267,0.424154307994126,"chr3","cg09678667","OpenSea","Body",-1.37782648987303,0.0059436429798604,0.182083527271958,"Down","Hypo"
"1334","MITF","ENSG00000187098.17","protein_coding",-1.01063098211292,0.0273549810242267,0.424154307994126,"chr3","cg01793161","OpenSea","Body",-1.08254588022893,0.00340214531192166,0.134955782637849,"Down","Hypo"
"1335","MITF","ENSG00000187098.17","protein_coding",-1.01063098211292,0.0273549810242267,0.424154307994126,"chr3","cg18496212","OpenSea","Body",-1.26833966291264,0.00492005150360306,0.165146532369016,"Down","Hypo"
"1336","MITF","ENSG00000187098.17","protein_coding",-1.01063098211292,0.0273549810242267,0.424154307994126,"chr3","cg13523819","OpenSea","1stExon",-1.83970438946254,0.00687894981756507,0.195882540302672,"Down","Hypo"
"1337","MITF","ENSG00000187098.17","protein_coding",-1.01063098211292,0.0273549810242267,0.424154307994126,"chr3","cg08652499","OpenSea","Body",-1.37068996811057,0.02166382302918,0.343353549494713,"Down","Hypo"
"1338","MITF","ENSG00000187098.17","protein_coding",-1.01063098211292,0.0273549810242267,0.424154307994126,"chr3","cg24874749","OpenSea","3'UTR",-1.19379194059805,0.0132416886348373,0.273245346025541,"Down","Hypo"
"1339","MITF","ENSG00000187098.17","protein_coding",-1.01063098211292,0.0273549810242267,0.424154307994126,"chr3","cg13636907","OpenSea","Body",-1.36195912764633,0.000386442753847748,0.0396996737214532,"Down","Hypo"
"1340","MME","ENSG00000196549.12","protein_coding",-2.90374373719593,0.00227098734289349,0.136736613620106,"chr3","cg07862554","N_Shore","TSS1500",-1.54727904080767,0.0214319188260142,0.341890161597766,"Down","Hypo"
"1341","MME","ENSG00000196549.12","protein_coding",-2.90374373719593,0.00227098734289349,0.136736613620106,"chr3","cg21496658","Island","TSS1500",-3.16486073179285,0.00441648657854926,0.155521830619131,"Down","Hypo"
"1342","MMP14","ENSG00000157227.13","protein_coding",-1.40823348099494,0.00109478795464339,0.0914475874003049,"chr14","cg27020028","N_Shore","TSS1500",1.36867020275004,0.0058865660980862,0.181181717495013,"Down","Hyper"
"1343","MMP16","ENSG00000156103.16","protein_coding",-2.83532538174302,0.000825035740439561,0.0772108773395121,"chr8","cg07007122","OpenSea","Body",-1.33149383070031,0.0367551645870676,0.434904680848488,"Down","Hypo"
"1344","MMP16","ENSG00000156103.16","protein_coding",-2.83532538174302,0.000825035740439561,0.0772108773395121,"chr8","cg12099658","OpenSea","Body",-1.38828933091986,0.0104502475055767,0.243528257532635,"Down","Hypo"
"1345","MMP2","ENSG00000087245.13","protein_coding",-1.98620309695401,0.000135968771080133,0.0239278635397913,"chr16","cg01821058","N_Shore","TSS1500",-2.66763543028625,0.0146297558123975,0.286493768439315,"Down","Hypo"
"1346","MMP2","ENSG00000087245.13","protein_coding",-1.98620309695401,0.000135968771080133,0.0239278635397913,"chr16","cg08133699","OpenSea","Body",-0.999743155751188,0.00941976465894756,0.230351760422707,"Down","Hypo"
"1347","MMP2","ENSG00000087245.13","protein_coding",-1.98620309695401,0.000135968771080133,0.0239278635397913,"chr16","cg08318842","N_Shore","TSS1500",-1.7499830565631,0.00637477436489557,0.188885453098125,"Down","Hypo"
"1348","MMP2","ENSG00000087245.13","protein_coding",-1.98620309695401,0.000135968771080133,0.0239278635397913,"chr16","cg26795346","S_Shelf","Body",-0.954848571539928,0.0178650762917665,0.315358919210689,"Down","Hypo"
"1349","MMP2","ENSG00000087245.13","protein_coding",-1.98620309695401,0.000135968771080133,0.0239278635397913,"chr16","cg09530163","N_Shore","TSS1500",-2.32456129386841,0.003084362394427,0.12810188835572,"Down","Hypo"
"1350","MMP2","ENSG00000087245.13","protein_coding",-1.98620309695401,0.000135968771080133,0.0239278635397913,"chr16","cg12317456","N_Shore","TSS1500",-2.47186490645124,0.0019937994157952,0.100627629879201,"Down","Hypo"
"1351","MMP28","ENSG00000271447.6","protein_coding",-1.70753673713596,0.0021553499938759,0.132883925132634,"chr17","cg03484160","Island","Body",-1.04037982737478,0.0111622737574709,0.251392219808562,"Down","Hypo"
"1352","MMP28","ENSG00000271447.6","protein_coding",-1.70753673713596,0.0021553499938759,0.132883925132634,"chr17","cg02517519","Island","Body",-1.94815017854078,0.0197534903990039,0.329654073033641,"Down","Hypo"
"1353","MMP28","ENSG00000271447.6","protein_coding",-1.70753673713596,0.0021553499938759,0.132883925132634,"chr17","cg02022384","Island","Body",-0.963258546332258,0.00944914271284922,0.230750923427191,"Down","Hypo"
"1354","MNT","ENSG00000070444.15","protein_coding",0.494601228919628,0.0032039813267203,0.165929723113351,"chr17","cg00906435","Island","TSS200",0.53164859621883,0.0201916810300059,0.333142766793453,"Up","Hyper"
"1355","MNT","ENSG00000070444.15","protein_coding",0.494601228919628,0.0032039813267203,0.165929723113351,"chr17","cg15416352","N_Shore","Body",0.659188451834847,0.0376880231049049,0.439370795371937,"Up","Hyper"
"1356","MON1B","ENSG00000103111.15","protein_coding",0.498531096909861,0.0253266029447371,0.410984785117551,"chr16","cg01459033","Island","Body",-0.593943665030421,0.00628605750576685,0.187489427660418,"Up","Hypo"
"1357","MPV17","ENSG00000115204.15","protein_coding",0.386764749300375,0.0390666538769357,0.491765920770773,"chr2","cg02467646","OpenSea","TSS200",0.514149784937413,0.0180426719582364,0.316529418066936,"Up","Hyper"
"1358","MRO","ENSG00000134042.14","protein_coding",1.15645077807227,0.0097129729423376,0.278841306988562,"chr18","cg18850728","OpenSea","TSS1500",-2.14952578731698,0.000190334617086036,0.0253047085458311,"Up","Hypo"
"1359","MRO","ENSG00000134042.14","protein_coding",1.15645077807227,0.0097129729423376,0.278841306988562,"chr18","cg07811160","OpenSea","TSS1500",-1.88841924864683,0.000326332444950499,0.0358142393211883,"Up","Hypo"
"1360","MRO","ENSG00000134042.14","protein_coding",1.15645077807227,0.0097129729423376,0.278841306988562,"chr18","cg20211629","OpenSea","TSS1500",-1.22675203578204,0.00684482686037336,0.195566148959117,"Up","Hypo"
"1361","MTMR10","ENSG00000166912.17","protein_coding",0.45075307325332,0.0445612364962681,0.512850598940791,"chr15","cg24405716","N_Shelf","Body",-0.664813140261879,0.0457541969876699,0.4756408285724,"Up","Hypo"
"1362","MTMR10","ENSG00000166912.17","protein_coding",0.45075307325332,0.0445612364962681,0.512850598940791,"chr15","cg22981736","Island","TSS1500",0.601686687871479,0.0273531019800659,0.381686231755833,"Up","Hyper"
"1363","MXD1","ENSG00000059728.11","protein_coding",0.780552915130495,0.00954012373982034,0.278140967742139,"chr2","cg19463706","OpenSea","Body",-1.13999014686019,0.0233605166043315,0.355961702412719,"Up","Hypo"
"1364","MYEF2","ENSG00000104177.18","protein_coding",-1.16412854476584,0.0374838964925613,0.485426736076596,"chr15","cg22297146","Island","5'UTR",0.749623597780335,0.0497502298688737,0.491139871722153,"Down","Hyper"
"1365","MYEF2","ENSG00000104177.18","protein_coding",-1.16412854476584,0.0374838964925613,0.485426736076596,"chr15","cg20603888","S_Shore","TSS1500",-1.47329995703274,0.00351251246772687,0.13761083026269,"Down","Hypo"
"1366","MYEF2","ENSG00000104177.18","protein_coding",-1.16412854476584,0.0374838964925613,0.485426736076596,"chr15","cg26697158","OpenSea","Body",-1.43638600796655,0.000602500607205513,0.0510693018466969,"Down","Hypo"
"1367","MYH14","ENSG00000105357.19","protein_coding",-2.53185137458582,0.00855746102214309,0.264945918162676,"chr19","cg10639981","Island","Body",-1.47149719795394,0.019549728776723,0.32807206823184,"Down","Hypo"
"1368","MYH14","ENSG00000105357.19","protein_coding",-2.53185137458582,0.00855746102214309,0.264945918162676,"chr19","cg26707398","Island","Body",-1.70862805553028,0.000350974845327596,0.0375134246838562,"Down","Hypo"
"1369","MYH14","ENSG00000105357.19","protein_coding",-2.53185137458582,0.00855746102214309,0.264945918162676,"chr19","cg05220442","N_Shore","Body",-0.767236646611023,0.0474715394732006,0.481950539097339,"Down","Hypo"
"1370","MYH14","ENSG00000105357.19","protein_coding",-2.53185137458582,0.00855746102214309,0.264945918162676,"chr19","cg01291939","Island","Body",-0.724795231126228,0.0234559117979082,0.356496739105173,"Down","Hypo"
"1371","MYH14","ENSG00000105357.19","protein_coding",-2.53185137458582,0.00855746102214309,0.264945918162676,"chr19","cg20837681","Island","Body",-0.999816635370161,0.00226884732340018,0.108292642078009,"Down","Hypo"
"1372","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg03104157","Island","Body",-1.22601831987856,0.013042922500593,0.27154115619061,"Down","Hypo"
"1373","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg06742628","OpenSea","Body",-1.39494194771039,0.039599136585999,0.448444287860611,"Down","Hypo"
"1374","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg06702216","OpenSea","Body",-1.36204569798611,0.000215170368716824,0.0275172256608658,"Down","Hypo"
"1375","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg24556395","OpenSea","Body",-1.5986538839074,0.000231132441958542,0.0288562874651988,"Down","Hypo"
"1376","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg13927756","OpenSea","Body",-0.946747002382693,0.046713224962673,0.479201176429256,"Down","Hypo"
"1377","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg19580344","OpenSea","Body",-2.13092592184148,1.78065808373143e-05,0.00555757288980815,"Down","Hypo"
"1378","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg20434856","OpenSea","Body",-1.38910572607653,0.00613439955879427,0.185111231554983,"Down","Hypo"
"1379","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg11010395","OpenSea","Body",-1.35935004179479,0.00886974008282826,0.223308124487297,"Down","Hypo"
"1380","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg12852139","OpenSea","Body",-2.07526274865554,8.14390389928498e-05,0.0149696275790316,"Down","Hypo"
"1381","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg08567021","Island","Body",-1.28587295714038,0.0119546618345429,0.260008621949437,"Down","Hypo"
"1382","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg11954030","N_Shelf","Body",-1.49837296725374,0.000533640968474025,0.0474104706774325,"Down","Hypo"
"1383","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg21283340","Island","Body",-1.34337824519503,0.00045984589260462,0.0437600244889839,"Down","Hypo"
"1384","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg14689338","OpenSea","Body",-1.4930066370818,0.000607429510373741,0.0512027704843857,"Down","Hypo"
"1385","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg07291317","Island","Body",-0.855308142015067,0.00685609678999045,0.195689478966085,"Down","Hypo"
"1386","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg18388240","Island","Body",-0.85492226955173,0.00185621140053332,0.0969394746703273,"Down","Hypo"
"1387","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg10640181","S_Shelf","Body",-1.94192496321038,1.77818911740568e-05,0.0055550297201871,"Down","Hypo"
"1388","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg04722901","OpenSea","Body",-1.95468475408022,2.92214690578326e-06,0.00158536147185037,"Down","Hypo"
"1389","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg16455945","OpenSea","Body",-1.7950131147347,9.80709624138072e-09,2.16677468194106e-05,"Down","Hypo"
"1390","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg02703361","OpenSea","Body",-1.23378003385121,0.00189643349097546,0.0980411740159033,"Down","Hypo"
"1391","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg15817130","OpenSea","Body",-1.22392290518738,0.000640882299516491,0.0530636639255483,"Down","Hypo"
"1392","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg19600125","OpenSea","Body",-1.75631935286972,1.31126329846486e-05,0.00454761486732926,"Down","Hypo"
"1393","MYO10","ENSG00000145555.15","protein_coding",-1.18804627493045,0.0206615809448356,0.380009781220138,"chr5","cg19453893","OpenSea","Body",-1.89172064279011,9.75316401141735e-06,0.00366784497606525,"Down","Hypo"
"1394","MYO15A","ENSG00000091536.19","protein_coding",1.00020311433458,0.0268638844340365,0.422543326740629,"chr17","cg02768352","Island","Body",-0.92405385596093,0.00625097358368993,0.186869695917123,"Up","Hypo"
"1395","MYO15A","ENSG00000091536.19","protein_coding",1.00020311433458,0.0268638844340365,0.422543326740629,"chr17","cg01591405","Island","Body",-1.1066658924332,0.0120394670363562,0.261006481965157,"Up","Hypo"
"1396","MYO15A","ENSG00000091536.19","protein_coding",1.00020311433458,0.0268638844340365,0.422543326740629,"chr17","cg19630374","Island","Body",-0.760013741167416,0.0376887559134842,0.439370795371937,"Up","Hypo"
"1397","MYO15B","ENSG00000266714.9","protein_coding",1.54700421901447,3.34420694987393e-05,0.00830371166759107,"chr17","cg21152875","OpenSea","Body",-0.834083163247379,0.000750445592347851,0.0578950522323699,"Up","Hypo"
"1398","MYO7A","ENSG00000137474.22","protein_coding",1.32293490899645,0.0028259418568238,0.154286211134904,"chr11","cg00497905","OpenSea","Body",1.10879091602361,0.0342406584559468,0.422244036571207,"Up","Hyper"
"1399","MYO7A","ENSG00000137474.22","protein_coding",1.32293490899645,0.0028259418568238,0.154286211134904,"chr11","cg08036798","OpenSea","TSS200",-2.1590056027437,0.000813556915448256,0.0604725966802029,"Up","Hypo"
"1400","MYOM3","ENSG00000142661.19","protein_coding",-2.32126782706091,5.16881076965466e-06,0.00203673617414696,"chr1","cg14564939","OpenSea","1stExon",1.93447511508031,0.0026490949319206,0.117730615627729,"Down","Hyper"
"1401","NADK","ENSG00000008130.15","protein_coding",0.597908805492454,0.00160198517564334,0.111513942478336,"chr1","cg04439557","N_Shelf","Body",-1.18059537304116,0.0326618038070809,0.413267429078304,"Up","Hypo"
"1402","NADK","ENSG00000008130.15","protein_coding",0.597908805492454,0.00160198517564334,0.111513942478336,"chr1","cg22442180","N_Shore","Body",-0.705510718527202,0.0497800952428769,0.491272582728941,"Up","Hypo"
"1403","NADK","ENSG00000008130.15","protein_coding",0.597908805492454,0.00160198517564334,0.111513942478336,"chr1","cg15578948","N_Shelf","Body",-0.528307689416554,0.0101972819021881,0.24016640624504,"Up","Hypo"
"1404","NADK","ENSG00000008130.15","protein_coding",0.597908805492454,0.00160198517564334,0.111513942478336,"chr1","cg25031205","N_Shelf","Body",-0.765784360855987,0.031109364375614,0.404138935419663,"Up","Hypo"
"1405","NADK","ENSG00000008130.15","protein_coding",0.597908805492454,0.00160198517564334,0.111513942478336,"chr1","cg22707691","N_Shore","3'UTR",-0.520043036056919,0.00995186855634694,0.23711359443355,"Up","Hypo"
"1406","NADK","ENSG00000008130.15","protein_coding",0.597908805492454,0.00160198517564334,0.111513942478336,"chr1","cg09185911","N_Shelf","Body",-0.891714635508898,0.000155402795805568,0.0223219033831447,"Up","Hypo"
"1407","NADK","ENSG00000008130.15","protein_coding",0.597908805492454,0.00160198517564334,0.111513942478336,"chr1","cg24086442","N_Shore","3'UTR",-0.424828335626349,0.0256501393156638,0.371045375254423,"Up","Hypo"
"1408","NADK","ENSG00000008130.15","protein_coding",0.597908805492454,0.00160198517564334,0.111513942478336,"chr1","cg00423114","Island","Body",-0.442150724903268,0.031344047036859,0.405571727991611,"Up","Hypo"
"1409","NADK","ENSG00000008130.15","protein_coding",0.597908805492454,0.00160198517564334,0.111513942478336,"chr1","cg10317445","Island","Body",-0.476323627303088,0.0220418799728388,0.346464742516995,"Up","Hypo"
"1410","NADSYN1","ENSG00000172890.13","protein_coding",0.728873748760303,0.00640320605599123,0.234618515029171,"chr11","cg20006855","OpenSea","Body",-0.479944833890084,0.0277499189272073,0.384122656670631,"Up","Hypo"
"1411","NADSYN1","ENSG00000172890.13","protein_coding",0.728873748760303,0.00640320605599123,0.234618515029171,"chr11","cg00268518","Island","TSS200",0.43957448967693,0.0141671613082794,0.282039803653853,"Up","Hyper"
"1412","NADSYN1","ENSG00000172890.13","protein_coding",0.728873748760303,0.00640320605599123,0.234618515029171,"chr11","cg12090177","OpenSea","Body",-0.550180872051937,0.0386425817102075,0.443955421661098,"Up","Hypo"
"1413","NALCN","ENSG00000102452.18","protein_coding",-1.91567566578146,0.00961555342960858,0.278486102256968,"chr13","cg07170932","OpenSea","Body",-1.50347055681713,0.0037914248398668,0.143177439360387,"Down","Hypo"
"1414","NALCN","ENSG00000102452.18","protein_coding",-1.91567566578146,0.00961555342960858,0.278486102256968,"chr13","cg12384932","OpenSea","Body",-1.55653147814404,0.0249944628485204,0.366834534311865,"Down","Hypo"
"1415","NDUFS8","ENSG00000110717.13","protein_coding",0.649428303560168,0.0366903997790587,0.480826192915615,"chr11","cg18386131","Island","TSS200",-0.651887036128284,0.0482194270588359,0.484540695975999,"Up","Hypo"
"1416","NDUFV1","ENSG00000167792.13","protein_coding",0.830170058503515,0.00441700936764069,0.194432016972683,"chr11","cg01391071","N_Shelf","Body",-0.807040269158053,0.00274979128022085,0.120192063249457,"Up","Hypo"
"1417","NDUFV1","ENSG00000167792.13","protein_coding",0.830170058503515,0.00441700936764069,0.194432016972683,"chr11","cg09701102","N_Shore","TSS1500",-1.08092172447235,0.0217135088978188,0.343881361289163,"Up","Hypo"
"1418","NEK9","ENSG00000119638.14","protein_coding",0.560854449885571,0.0137651708021873,0.321810739218598,"chr14","cg08310116","S_Shore","TSS1500",-1.64405714037887,0.0155852370572236,0.295919919322592,"Up","Hypo"
"1419","NETO1","ENSG00000166342.19","protein_coding",-2.03248813435052,0.0289198350124831,0.435862668161732,"chr18","cg21922574","Island","TSS1500",-2.85005987969577,0.00204884292746529,0.102176837339592,"Down","Hypo"
"1420","NETO1","ENSG00000166342.19","protein_coding",-2.03248813435052,0.0289198350124831,0.435862668161732,"chr18","cg24863335","Island","TSS1500",-1.56756738812606,0.0377181051240205,0.439514105524458,"Down","Hypo"
"1421","NETO1","ENSG00000166342.19","protein_coding",-2.03248813435052,0.0289198350124831,0.435862668161732,"chr18","cg12921750","Island","TSS1500",-1.52167378837156,0.0283378702913141,0.387940013253143,"Down","Hypo"
"1422","NETO1","ENSG00000166342.19","protein_coding",-2.03248813435052,0.0289198350124831,0.435862668161732,"chr18","cg18448581","Island","1stExon",-3.57092548415642,0.00159558346044792,0.0890083468552435,"Down","Hypo"
"1423","NETO1","ENSG00000166342.19","protein_coding",-2.03248813435052,0.0289198350124831,0.435862668161732,"chr18","cg23883696","Island","TSS1500",-3.40961459628161,1.55279725407662e-05,0.00505793206830304,"Down","Hypo"
"1424","NETO1","ENSG00000166342.19","protein_coding",-2.03248813435052,0.0289198350124831,0.435862668161732,"chr18","cg23505303","Island","TSS1500",-1.38979020964176,0.0478374082221024,0.48290758853279,"Down","Hypo"
"1425","NETO1","ENSG00000166342.19","protein_coding",-2.03248813435052,0.0289198350124831,0.435862668161732,"chr18","cg26186727","Island","1stExon",-2.69995399755218,3.40930919316865e-05,0.00855072059539539,"Down","Hypo"
"1426","NETO1","ENSG00000166342.19","protein_coding",-2.03248813435052,0.0289198350124831,0.435862668161732,"chr18","cg03524083","Island","TSS1500",-3.25272169609823,0.00070343784066414,0.0560992930787359,"Down","Hypo"
"1427","NETO2","ENSG00000171208.10","protein_coding",-1.8357180980846,0.0190777088010628,0.36944716851289,"chr16","cg05532446","N_Shelf","Body",-1.15687774264947,0.0135303394758844,0.275988503516913,"Down","Hypo"
"1428","NETO2","ENSG00000171208.10","protein_coding",-1.8357180980846,0.0190777088010628,0.36944716851289,"chr16","cg03283929","OpenSea","3'UTR",-0.867157538989039,0.0138709297126215,0.279137499013078,"Down","Hypo"
"1429","NFATC4","ENSG00000100968.14","protein_coding",1.19331064048704,0.0119713736071343,0.301379330559606,"chr14","cg15346168","Island","1stExon",1.21886084737747,2.37210165249596e-09,7.80998189955306e-06,"Up","Hyper"
"1430","NFE2L2","ENSG00000116044.16","protein_coding",0.394174570544052,0.0407418412289382,0.498914722273715,"chr2","cg13344867","OpenSea","Body",-0.853881482841115,4.26456161180438e-05,0.00989743743586068,"Up","Hypo"
"1431","NFE2L2","ENSG00000116044.16","protein_coding",0.394174570544052,0.0407418412289382,0.498914722273715,"chr2","cg25268435","OpenSea","Body",-1.42686103288457,0.0163070919450597,0.302575988702769,"Up","Hypo"
"1432","NFKBID","ENSG00000167604.15","protein_coding",0.662154418836073,0.0214588578853324,0.385172168249585,"chr19","cg03710719","Island","5'UTR",1.1136796975161,0.0334710480393075,0.417987324146383,"Up","Hyper"
"1433","NINJ2","ENSG00000171840.12","protein_coding",-1.0512881705915,0.0235481498992534,0.401159553640852,"chr12","cg11900393","S_Shelf","Body",-0.847835549493335,0.0400190779690752,0.450205243072443,"Down","Hypo"
"1434","NINJ2","ENSG00000171840.12","protein_coding",-1.0512881705915,0.0235481498992534,0.401159553640852,"chr12","cg24804768","S_Shelf","Body",-1.44111626435391,0.00466731222031641,0.160316470116029,"Down","Hypo"
"1435","NISCH","ENSG00000010322.16","protein_coding",0.444757593983924,0.0331069785333594,0.459492414162077,"chr3","cg21640566","S_Shelf","Body",-0.78829716966579,0.0384327233255993,0.442877693064865,"Up","Hypo"
"1436","NISCH","ENSG00000010322.16","protein_coding",0.444757593983924,0.0331069785333594,0.459492414162077,"chr3","cg07386061","S_Shelf","Body",1.10773245602095,0.0233172803192599,0.355608835425069,"Up","Hyper"
"1437","NKX3-2","ENSG00000109705.8","protein_coding",-3.46832640265219,6.48822691988212e-06,0.00246697263552217,"chr4","cg02758628","Island","Body",-1.05933993699503,0.00752171188252002,0.20613689065472,"Down","Hypo"
"1438","NKX3-2","ENSG00000109705.8","protein_coding",-3.46832640265219,6.48822691988212e-06,0.00246697263552217,"chr4","cg17805540","Island","Body",-1.49429982385336,0.037688178292133,0.439370795371937,"Down","Hypo"
"1439","NKX3-2","ENSG00000109705.8","protein_coding",-3.46832640265219,6.48822691988212e-06,0.00246697263552217,"chr4","cg15137566","Island","Body",-1.50480637800611,0.00831760531020267,0.216550488884002,"Down","Hypo"
"1440","NKX3-2","ENSG00000109705.8","protein_coding",-3.46832640265219,6.48822691988212e-06,0.00246697263552217,"chr4","cg16742873","Island","Body",-1.93318660510372,5.2141710013037e-05,0.0112319731816922,"Down","Hypo"
"1441","NOX4","ENSG00000086991.13","protein_coding",-1.38560942206224,0.0135710823700255,0.321135037910028,"chr11","cg24309428","N_Shore","1stExon",-1.56400736807656,0.023746464571649,0.358559763687232,"Down","Hypo"
"1442","NOX4","ENSG00000086991.13","protein_coding",-1.38560942206224,0.0135710823700255,0.321135037910028,"chr11","cg08725840","S_Shore","5'UTR",-1.98407886321937,0.0121513723036515,0.262125581833934,"Down","Hypo"
"1443","NOX4","ENSG00000086991.13","protein_coding",-1.38560942206224,0.0135710823700255,0.321135037910028,"chr11","cg17063929","S_Shore","5'UTR",-2.2338815700049,9.29191790869364e-05,0.0162864624605468,"Down","Hypo"
"1444","NOX4","ENSG00000086991.13","protein_coding",-1.38560942206224,0.0135710823700255,0.321135037910028,"chr11","cg24981058","S_Shore","5'UTR",-2.11109119850564,0.00221967775936025,0.10703838026421,"Down","Hypo"
"1445","NOX4","ENSG00000086991.13","protein_coding",-1.38560942206224,0.0135710823700255,0.321135037910028,"chr11","cg24750308","S_Shore","TSS1500",-1.27453298750691,0.00350680394395341,0.137531584128224,"Down","Hypo"
"1446","NOX4","ENSG00000086991.13","protein_coding",-1.38560942206224,0.0135710823700255,0.321135037910028,"chr11","cg22661893","Island","1stExon",-2.25932226902609,0.0346467650340649,0.424493024730389,"Down","Hypo"
"1447","NPY1R","ENSG00000164128.7","protein_coding",3.29548264603058,0.00716317406098602,0.248492946558404,"chr4","cg24157598","S_Shore","TSS1500",-1.50545934909182,0.0318103244454361,0.408223380253808,"Up","Hypo"
"1448","NR1H2","ENSG00000131408.15","protein_coding",0.463602754177106,0.0374169627735465,0.485135813471605,"chr19","cg05266687","N_Shore","TSS200",-0.627879318942264,0.0161110995906539,0.300997088153277,"Up","Hypo"
"1449","NRG1","ENSG00000157168.20","protein_coding",-2.00769335441933,0.0228369804099812,0.394921842737554,"chr8","cg00614182","Island","1stExon",-2.46741607795374,0.00302790140119572,0.126773977279735,"Down","Hypo"
"1450","NRG1","ENSG00000157168.20","protein_coding",-2.00769335441933,0.0228369804099812,0.394921842737554,"chr8","cg24946597","Island","5'UTR",-3.40239221445376,0.00806753832829583,0.213398335043709,"Down","Hypo"
"1451","NRG1","ENSG00000157168.20","protein_coding",-2.00769335441933,0.0228369804099812,0.394921842737554,"chr8","cg12166610","Island","Body",-2.6182466941736,0.000691841140957117,0.0555836427476906,"Down","Hypo"
"1452","NRG1","ENSG00000157168.20","protein_coding",-2.00769335441933,0.0228369804099812,0.394921842737554,"chr8","cg04773818","Island","TSS1500",-2.88893288732573,0.00343642892704618,0.135834398977409,"Down","Hypo"
"1453","NRG1","ENSG00000157168.20","protein_coding",-2.00769335441933,0.0228369804099812,0.394921842737554,"chr8","cg18387156","Island","TSS1500",-1.08868016114115,0.0499704724431288,0.491865989203091,"Down","Hypo"
"1454","NRG1","ENSG00000157168.20","protein_coding",-2.00769335441933,0.0228369804099812,0.394921842737554,"chr8","cg04555373","Island","TSS1500",-2.52177293002559,0.0249547743048704,0.366681774021265,"Down","Hypo"
"1455","NRG1","ENSG00000157168.20","protein_coding",-2.00769335441933,0.0228369804099812,0.394921842737554,"chr8","cg03430846","Island","TSS200",-2.62930473008108,0.00890396905744121,0.223738229875426,"Down","Hypo"
"1456","NRG1","ENSG00000157168.20","protein_coding",-2.00769335441933,0.0228369804099812,0.394921842737554,"chr8","cg19162158","Island","TSS1500",-1.64842909104196,0.00655610108737726,0.191342124046336,"Down","Hypo"
