"GeneSymbol","chr","Aberration","q-value","AberrantRegion","GeneRegion"
"RP11-7F17.1",14,"Del",0.128068680351906,"14:83692395-0","14:77435026-77435488"
"IRF2BPL",14,"Del",0.128068680351906,"14:83692395-0","14:77490888-77495034"
"RP11-7F17.5",14,"Del",0.128068680351906,"14:83692395-0","14:77507407-77535846"
"RP11-7F17.4",14,"Del",0.128068680351906,"14:83692395-0","14:77514515-77552789"
"RP11-7F17.3",14,"Del",0.128068680351906,"14:83692395-0","14:77535523-77542687"
"CIPC",14,"Del",0.128068680351906,"14:83692395-0","14:77564440-77583630"
"RP11-463C8.4",14,"Del",0.128068680351906,"14:83692395-0","14:77564654-77691805"
"TMEM63C",14,"Del",0.128068680351906,"14:83692395-0","14:77582911-77725838"
"ZDHHC22",14,"Del",0.128068680351906,"14:83692395-0","14:77597613-77609077"
"AC007375.1",14,"Del",0.128068680351906,"14:83692395-0","14:77607026-77609339"
"RP11-463C8.5",14,"Del",0.128068680351906,"14:83692395-0","14:77639418-77639995"
"SNORA32",14,"Del",0.128068680351906,"14:83692395-0","14:77667369-77667483"
"NGB",14,"Del",0.128068680351906,"14:83692395-0","14:77731826-77737655"
"MIR1260A",14,"Del",0.128068680351906,"14:83692395-0","14:77732561-77732633"
"POMT2",14,"Del",0.128068680351906,"14:83692395-0","14:77741299-77787227"
"GSTZ1",14,"Del",0.128068680351906,"14:83692395-0","14:77787227-77797940"
"TMED8",14,"Del",0.128068680351906,"14:83692395-0","14:77801364-77843452"
"RN7SL137P",14,"Del",0.128068680351906,"14:83692395-0","14:77817615-77817902"
"RP11-493G17.4",14,"Del",0.128068680351906,"14:83692395-0","14:77825766-77826259"
"SAMD15",14,"Del",0.128068680351906,"14:83692395-0","14:77843032-77857840"
"NOXRED1",14,"Del",0.128068680351906,"14:83692395-0","14:77860364-77889860"
"FKSG61",14,"Del",0.128068680351906,"14:83692395-0","14:77882741-77883115"
"VIPAS39",14,"Del",0.128068680351906,"14:83692395-0","14:77893018-77924295"
"AHSA1",14,"Del",0.128068680351906,"14:83692395-0","14:77924213-77935817"
"SNORA46",14,"Del",0.128068680351906,"14:83692395-0","14:77932627-77932779"
"ISM2",14,"Del",0.128068680351906,"14:83692395-0","14:77940740-77965210"
"SPTLC2",14,"Del",0.128068680351906,"14:83692395-0","14:77972340-78083116"
"RN7SL587P",14,"Del",0.128068680351906,"14:83692395-0","14:78013911-78014212"
"COX6CP11",14,"Del",0.128068680351906,"14:83692395-0","14:78119170-78119398"
"ALKBH1",14,"Del",0.128068680351906,"14:83692395-0","14:78138747-78174363"
"RPL21P10",14,"Del",0.128068680351906,"14:83692395-0","14:78149545-78150332"
"ZMYND19P1",14,"Del",0.128068680351906,"14:83692395-0","14:78162934-78163720"
"SLIRP",14,"Del",0.128068680351906,"14:83692395-0","14:78174414-78227447"
"SNW1",14,"Del",0.128068680351906,"14:83692395-0","14:78183942-78227550"
"C14orf178",14,"Del",0.128068680351906,"14:83692395-0","14:78227173-78236085"
"AC008372.1",14,"Del",0.128068680351906,"14:83692395-0","14:78227711-78228033"
"ADCK1",14,"Del",0.128068680351906,"14:83692395-0","14:78266426-78401355"
"Y_RNA",14,"Del",0.128068680351906,"14:83692395-0","14:78287373-78287485"
"FRDAP",14,"Del",0.128068680351906,"14:83692395-0","14:78526285-78526621"
"RNA5SP388",14,"Del",0.128068680351906,"14:83692395-0","14:78644146-78644264"
"RP11-332E19.1",14,"Del",0.128068680351906,"14:83692395-0","14:78697624-78697962"
"NRXN3",14,"Del",0.128068680351906,"14:83692395-0","14:78708734-80330762"
"RP11-332E19.2",14,"Del",0.128068680351906,"14:83692395-0","14:78745915-78749719"
"AC007056.1",14,"Del",0.128068680351906,"14:83692395-0","14:78864221-78864302"
"AC008045.1",14,"Del",0.128068680351906,"14:83692395-0","14:79084209-79084318"
"RP11-232C2.3",14,"Del",0.128068680351906,"14:83692395-0","14:79161664-79164465"
"RP11-232C2.2",14,"Del",0.128068680351906,"14:83692395-0","14:79169958-79176277"
"RP11-232C2.1",14,"Del",0.128068680351906,"14:83692395-0","14:79210741-79220221"
"CTD-2243E23.1",14,"Del",0.128068680351906,"14:83692395-0","14:79538475-79541110"
"RP11-588P7.1",14,"Del",0.128068680351906,"14:83692395-0","14:79666325-79667975"
"RP11-588P7.2",14,"Del",0.128068680351906,"14:83692395-0","14:79713011-79715366"
"RP11-242P2.2",14,"Del",0.128068680351906,"14:83692395-0","14:80077761-80099654"
"RP11-242P2.1",14,"Del",0.128068680351906,"14:83692395-0","14:80128009-80257606"
"RP11-526N18.1",14,"Del",0.128068680351906,"14:83692395-0","14:80359423-80440512"
"DIO2",14,"Del",0.128068680351906,"14:83692395-0","14:80663873-80854100"
"DIO2-AS1",14,"Del",0.128068680351906,"14:83692395-0","14:80677762-80921812"
"CEP128",14,"Del",0.128068680351906,"14:83692395-0","14:80943330-81425861"
"RP11-757H14.2",14,"Del",0.128068680351906,"14:83692395-0","14:81288868-81289140"
"TSHR",14,"Del",0.128068680351906,"14:83692395-0","14:81421333-81612646"
"RP11-114N19.2",14,"Del",0.128068680351906,"14:83692395-0","14:81448332-81449982"
"RPL17P3",14,"Del",0.128068680351906,"14:83692395-0","14:81467510-81468130"
"RP11-114N19.5",14,"Del",0.128068680351906,"14:83692395-0","14:81469669-81469989"
"NMNAT1P1",14,"Del",0.128068680351906,"14:83692395-0","14:81498873-81499748"
"RP11-114N19.3",14,"Del",0.128068680351906,"14:83692395-0","14:81573377-81636758"
"GTF2A1",14,"Del",0.128068680351906,"14:83692395-0","14:81641796-81687721"
"SNORA79",14,"Del",0.128068680351906,"14:83692395-0","14:81669039-81669178"
"DYNLL1P1",14,"Del",0.128068680351906,"14:83692395-0","14:81712638-81712907"
"UNGP3",14,"Del",0.128068680351906,"14:83692395-0","14:81725909-81726583"
"STON2",14,"Del",0.128068680351906,"14:83692395-0","14:81727000-81902809"
"RP11-299L17.1",14,"Del",0.128068680351906,"14:83692395-0","14:81799305-81799705"
"RP11-299L17.4",14,"Del",0.128068680351906,"14:83692395-0","14:81879314-81879583"
"RP11-299L17.3",14,"Del",0.128068680351906,"14:83692395-0","14:81908331-81916501"
"SEL1L",14,"Del",0.128068680351906,"14:83692395-0","14:81937893-82000205"
"RP11-799P8.1",14,"Del",0.128068680351906,"14:83692395-0","14:82071691-82089405"
"RP11-226P1.3",14,"Del",0.128068680351906,"14:83692395-0","14:82127772-82129218"
"RP11-226P1.2",14,"Del",0.128068680351906,"14:83692395-0","14:82194124-82209482"
"RP11-666E17.1",14,"Del",0.128068680351906,"14:83692395-0","14:82207346-82496693"
"RP11-226P1.1",14,"Del",0.128068680351906,"14:83692395-0","14:82243360-82243957"
"EIF3LP1",14,"Del",0.128068680351906,"14:83692395-0","14:82382575-82384232"
"snoU13",14,"Del",0.128068680351906,"14:83692395-0","14:82928432-82928532"
"RP11-406A9.2",14,"Del",0.128068680351906,"14:83692395-0","14:83108964-83173169"
"ENSAP2",14,"Del",0.128068680351906,"14:83692395-0","14:83159048-83159399"
"RP11-11K13.1",14,"Del",0.128068680351906,"14:83692395-0","14:83254822-83262565"
"RP11-452D21.2",14,"Del",0.128068680351906,"14:83692395-0","14:83483450-83484488"
"RP11-452D21.1",14,"Del",0.128068680351906,"14:83692395-0","14:83484545-83505946"
"RNU7-51P",14,"Del",0.128068680351906,"14:83692395-0","14:83514923-83514984"
"CTD-2022H16.2",15,"Del",0.0512878941028171,"15:30595753-0","15:30297408-30298633"
"RP11-143J24.1",15,"Del",0.0512878941028171,"15:30595753-0","15:30297646-30338051"
"CTD-2022H16.3",15,"Del",0.0512878941028171,"15:30595753-0","15:30336658-30337499"
"CTD-2022H16.1",15,"Del",0.0512878941028171,"15:30595753-0","15:30345145-30365267"
"GOLGA8J",15,"Del",0.0512878941028171,"15:30595753-0","15:30375158-30385702"
"RN7SL673P",15,"Del",0.0512878941028171,"15:30595753-0","15:30383854-30384132"
"AC120045.1",15,"Del",0.0512878941028171,"15:30595753-0","15:30385012-30385094"
"DNM1P28",15,"Del",0.0512878941028171,"15:30595753-0","15:30391029-30394296"
"ULK4P3",15,"Del",0.0512878941028171,"15:30595753-0","15:30395923-30423960"
"U8",15,"Del",0.0512878941028171,"15:30595753-0","15:30404401-30404533"
"GOLGA8T",15,"Del",0.0512878941028171,"15:30595753-0","15:30427352-30437770"
"RN7SL469P",15,"Del",0.0512878941028171,"15:30595753-0","15:30435925-30436203"
"AC120045.2",15,"Del",0.0512878941028171,"15:30595753-0","15:30437080-30437162"
"DNM1P30",15,"Del",0.0512878941028171,"15:30595753-0","15:30443075-30445612"
"RP11-932O9.3",15,"Del",0.0512878941028171,"15:30595753-0","15:30446113-30446313"
"RP11-932O9.4",15,"Del",0.0512878941028171,"15:30595753-0","15:30462766-30472146"
"AC026150.5",15,"Del",0.0512878941028171,"15:30595753-0","15:30488239-30506743"
"RP11-261B23.1",15,"Del",0.0512878941028171,"15:30595753-0","15:30515220-30517767"
"RNU6-17P",15,"Del",0.0512878941028171,"15:30595753-0","15:30546605-30546711"
"RP11-261B23.2",15,"Del",0.0512878941028171,"15:30595753-0","15:30574736-30580592"
"RNU6-18P",15,"Amp",0.211313092939054,"15:32584783-1","15:32576353-32576459"
"RP11-645C24.4",16,"Amp",0.195517206154592,"16:55775312-1","16:21950186-21956451"
"UQCRC2",16,"Amp",0.195517206154592,"16:55775312-1","16:21963981-21994981"
"PDZD9",16,"Amp",0.195517206154592,"16:55775312-1","16:21995186-22012433"
"CTD-2649C14.1",16,"Amp",0.195517206154592,"16:55775312-1","16:22009631-22010977"
"C16orf52",16,"Amp",0.195517206154592,"16:55775312-1","16:22018959-22098855"
"C16orf52",16,"Amp",0.195517206154592,"16:55775312-1","16:22018959-22098855"
"C16orf52",16,"Amp",0.195517206154592,"16:55775312-1","16:22018959-22098855"
"RP11-101E7.2",16,"Amp",0.195517206154592,"16:55775312-1","16:22094577-22103552"
"VWA3A",16,"Amp",0.195517206154592,"16:55775312-1","16:22103859-22168287"
"SDR42E2",16,"Amp",0.195517206154592,"16:55775312-1","16:22177618-22203075"
"EEF2K",16,"Amp",0.195517206154592,"16:55775312-1","16:22217603-22298554"
"EEF2K",16,"Amp",0.195517206154592,"16:55775312-1","16:22217603-22298554"
"RP11-141O15.1",16,"Amp",0.195517206154592,"16:55775312-1","16:22298029-22300059"
"POLR3E",16,"Amp",0.195517206154592,"16:55775312-1","16:22308730-22346424"
"POLR3E",16,"Amp",0.195517206154592,"16:55775312-1","16:22308730-22346424"
"CDR2",16,"Amp",0.195517206154592,"16:55775312-1","16:22357257-22448486"
"CDR2",16,"Amp",0.195517206154592,"16:55775312-1","16:22357257-22448486"
"RP11-21M24.3",16,"Amp",0.195517206154592,"16:55775312-1","16:22376442-22380368"
"RP11-21M24.2",16,"Amp",0.195517206154592,"16:55775312-1","16:22386180-22389501"
"AC092338.5",16,"Amp",0.195517206154592,"16:55775312-1","16:22393757-22418749"
"RRN3P3",16,"Amp",0.195517206154592,"16:55775312-1","16:22430090-22449036"
"RRN3P3",16,"Amp",0.195517206154592,"16:55775312-1","16:22430090-22449036"
"SMG1P1",16,"Amp",0.195517206154592,"16:55775312-1","16:22448329-22503541"
"NPIPB5",16,"Amp",0.195517206154592,"16:55775312-1","16:22490442-22547842"
"NPIPB5",16,"Amp",0.195517206154592,"16:55775312-1","16:22490442-22547842"
"NPIPB5",16,"Amp",0.195517206154592,"16:55775312-1","16:22490442-22547842"
"NPIPB5",16,"Amp",0.195517206154592,"16:55775312-1","16:22490442-22547842"
"NPIPB5",16,"Amp",0.195517206154592,"16:55775312-1","16:22490442-22547842"
"snoU13",16,"Amp",0.195517206154592,"16:55775312-1","16:22492795-22492898"
"RP11-368J21.3",16,"Amp",0.195517206154592,"16:55775312-1","16:22557019-22588186"
"RP11-105C19.2",16,"Amp",0.195517206154592,"16:55775312-1","16:22621852-22623517"
"RP11-105C19.1",16,"Amp",0.195517206154592,"16:55775312-1","16:22623864-22624804"
"RN7SL245P",16,"Amp",0.195517206154592,"16:55775312-1","16:22647776-22648065"
"HS3ST2",16,"Amp",0.195517206154592,"16:55775312-1","16:22825498-22927659"
"RP11-20G6.2",16,"Amp",0.195517206154592,"16:55775312-1","16:23031658-23034932"
"RP11-20G6.3",16,"Amp",0.195517206154592,"16:55775312-1","16:23072727-23075494"
"USP31",16,"Amp",0.195517206154592,"16:55775312-1","16:23072727-23160591"
"SCNN1G",16,"Amp",0.195517206154592,"16:55775312-1","16:23194036-23228204"
"CTC-391G2.1",16,"Amp",0.195517206154592,"16:55775312-1","16:23206199-23224425"
"SCNN1B",16,"Amp",0.195517206154592,"16:55775312-1","16:23289552-23392620"
"COG7",16,"Amp",0.195517206154592,"16:55775312-1","16:23399814-23464501"
"RN7SKP23",16,"Amp",0.195517206154592,"16:55775312-1","16:23424905-23425197"
"SNORA75",16,"Amp",0.195517206154592,"16:55775312-1","16:23453162-23453242"
"CTD-2270L9.2",16,"Amp",0.195517206154592,"16:55775312-1","16:23457767-23458603"
"CTD-2270L9.4",16,"Amp",0.195517206154592,"16:55775312-1","16:23464079-23468927"
"GGA2",16,"Amp",0.195517206154592,"16:55775312-1","16:23474863-23533316"
"AC002400.1",16,"Amp",0.195517206154592,"16:55775312-1","16:23512226-23512951"
"EARS2",16,"Amp",0.195517206154592,"16:55775312-1","16:23533335-23569052"
"SUB1P4",16,"Amp",0.195517206154592,"16:55775312-1","16:23548382-23548877"
"UBFD1",16,"Amp",0.195517206154592,"16:55775312-1","16:23568392-23585710"
"CTD-2196E14.6",16,"Amp",0.195517206154592,"16:55775312-1","16:23579994-23581017"
"NDUFAB1",16,"Amp",0.195517206154592,"16:55775312-1","16:23592323-23607677"
"PALB2",16,"Amp",0.195517206154592,"16:55775312-1","16:23614488-23652631"
"CTD-2196E14.3",16,"Amp",0.195517206154592,"16:55775312-1","16:23617162-23635428"
"DCTN5",16,"Amp",0.195517206154592,"16:55775312-1","16:23652713-23681195"
"CTD-2196E14.9",16,"Amp",0.195517206154592,"16:55775312-1","16:23681332-23684448"
"CTD-2196E14.4",16,"Amp",0.195517206154592,"16:55775312-1","16:23683453-23686820"
"PLK1",16,"Amp",0.195517206154592,"16:55775312-1","16:23688977-23701688"
"CTD-2196E14.5",16,"Amp",0.195517206154592,"16:55775312-1","16:23698370-23699665"
"ERN2",16,"Amp",0.195517206154592,"16:55775312-1","16:23701647-23724821"
"CTD-2385L22.1",16,"Amp",0.195517206154592,"16:55775312-1","16:23723311-23724114"
"CHP2",16,"Amp",0.195517206154592,"16:55775312-1","16:23765948-23770272"
"PRKCB",16,"Amp",0.195517206154592,"16:55775312-1","16:23847322-24231932"
"AC004125.3",16,"Amp",0.195517206154592,"16:55775312-1","16:24247425-24264184"
"CACNG3",16,"Amp",0.195517206154592,"16:55775312-1","16:24266874-24374122"
"SNORA1",16,"Amp",0.195517206154592,"16:55775312-1","16:24344736-24344868"
"RNU7-24P",16,"Amp",0.195517206154592,"16:55775312-1","16:24411377-24411438"
"AC008938.1",16,"Amp",0.195517206154592,"16:55775312-1","16:24450309-24450408"
"CTD-2313J23.1",16,"Amp",0.195517206154592,"16:55775312-1","16:24484119-24506498"
"RBBP6",16,"Amp",0.195517206154592,"16:55775312-1","16:24549014-24584184"
"CTD-2540M10.1",16,"Amp",0.195517206154592,"16:55775312-1","16:24621587-24652278"
"AC012317.1",16,"Amp",0.195517206154592,"16:55775312-1","16:24672743-24682383"
"TNRC6A",16,"Amp",0.195517206154592,"16:55775312-1","16:24741016-24838953"
"CTD-2515A14.1",16,"Amp",0.195517206154592,"16:55775312-1","16:24814772-24831060"
"SLC5A11",16,"Amp",0.195517206154592,"16:55775312-1","16:24857162-24922949"
"ARHGAP17",16,"Amp",0.195517206154592,"16:55775312-1","16:24930706-25026987"
"AC008731.1",16,"Amp",0.195517206154592,"16:55775312-1","16:24930714-24932325"
"RP11-266L9.1",16,"Amp",0.195517206154592,"16:55775312-1","16:25027299-25032344"
"RP11-266L9.4",16,"Amp",0.195517206154592,"16:55775312-1","16:25043202-25069430"
"RP11-266L9.5",16,"Amp",0.195517206154592,"16:55775312-1","16:25078258-25080264"
"SCML2P2",16,"Amp",0.195517206154592,"16:55775312-1","16:25080891-25081430"
"RP11-266L9.6",16,"Amp",0.195517206154592,"16:55775312-1","16:25082811-25084048"
"RP11-449H11.1",16,"Amp",0.195517206154592,"16:55775312-1","16:25096913-25122876"
"RP11-266L9.3",16,"Amp",0.195517206154592,"16:55775312-1","16:25104708-25106576"
"LCMT1",16,"Amp",0.195517206154592,"16:55775312-1","16:25123050-25189552"
"RP11-266L9.2",16,"Amp",0.195517206154592,"16:55775312-1","16:25151898-25160353"
"RN7SL557P",16,"Amp",0.195517206154592,"16:55775312-1","16:25196528-25196808"
"AQP8",16,"Amp",0.195517206154592,"16:55775312-1","16:25227052-25240261"
"ZKSCAN2",16,"Amp",0.195517206154592,"16:55775312-1","16:25247322-25269252"
"CTD-2547G23.2",16,"Amp",0.195517206154592,"16:55775312-1","16:25249639-25250608"
"CTA-249B10.1",16,"Amp",0.195517206154592,"16:55775312-1","16:25431135-25435490"
"CYCSP39",16,"Amp",0.195517206154592,"16:55775312-1","16:25465660-25465968"
"HS3ST4",16,"Amp",0.195517206154592,"16:55775312-1","16:25703347-26149009"
"RP11-185O21.1",16,"Amp",0.195517206154592,"16:55775312-1","16:25836031-25837651"
"MIR548W",16,"Amp",0.195517206154592,"16:55775312-1","16:26036558-26036631"
"RNA5SP405",16,"Amp",0.195517206154592,"16:55775312-1","16:26040233-26040346"
"HMGN2P3",16,"Amp",0.195517206154592,"16:55775312-1","16:26043860-26044132"
"HSPE1P16",16,"Amp",0.195517206154592,"16:55775312-1","16:26074071-26074418"
"AC009158.1",16,"Amp",0.195517206154592,"16:55775312-1","16:26329428-26345749"
"AC130464.1",16,"Amp",0.195517206154592,"16:55775312-1","16:26366117-26369676"
"AC002331.1",16,"Amp",0.195517206154592,"16:55775312-1","16:26596076-26606134"
"RP11-142A12.1",16,"Amp",0.195517206154592,"16:55775312-1","16:26733195-26740447"
"AC009035.1",16,"Amp",0.195517206154592,"16:55775312-1","16:26747550-26747638"
"C16orf82",16,"Amp",0.195517206154592,"16:55775312-1","16:27078028-27080486"
"RP11-673P17.2",16,"Amp",0.195517206154592,"16:55775312-1","16:27078249-27079179"
"EEF1A1P38",16,"Amp",0.195517206154592,"16:55775312-1","16:27144804-27146500"
"RP11-673P17.4",16,"Amp",0.195517206154592,"16:55775312-1","16:27169775-27187908"
"KDM8",16,"Amp",0.195517206154592,"16:55775312-1","16:27214807-27233089"
"CTD-3203P2.1",16,"Amp",0.195517206154592,"16:55775312-1","16:27224631-27226314"
"NSMCE1",16,"Amp",0.195517206154592,"16:55775312-1","16:27236312-27280115"
"CTD-3203P2.2",16,"Amp",0.195517206154592,"16:55775312-1","16:27279526-27301813"
"IL4R",16,"Amp",0.195517206154592,"16:55775312-1","16:27324989-27376099"
"IL21R",16,"Amp",0.195517206154592,"16:55775312-1","16:27413483-27462115"
"IL21R-AS1",16,"Amp",0.195517206154592,"16:55775312-1","16:27458990-27464714"
"GTF3C1",16,"Amp",0.195517206154592,"16:55775312-1","16:27470876-27561234"
"KIAA0556",16,"Amp",0.195517206154592,"16:55775312-1","16:27561454-27791690"
"AC002551.1",16,"Amp",0.195517206154592,"16:55775312-1","16:27654520-27655984"
"AC016597.1",16,"Amp",0.195517206154592,"16:55775312-1","16:27673221-27673339"
"CTD-2049O4.1",16,"Amp",0.195517206154592,"16:55775312-1","16:27690261-27730104"
"Y_RNA",16,"Amp",0.195517206154592,"16:55775312-1","16:27733605-27733713"
"GSG1L",16,"Amp",0.195517206154592,"16:55775312-1","16:27798850-28074830"
"RNU6-159P",16,"Amp",0.195517206154592,"16:55775312-1","16:27874572-27874677"
"RNU6-1241P",16,"Amp",0.195517206154592,"16:55775312-1","16:28009616-28009722"
"XPO6",16,"Amp",0.195517206154592,"16:55775312-1","16:28109300-28223241"
"TPRKBP2",16,"Amp",0.195517206154592,"16:55775312-1","16:28122494-28122968"
"SNORA25",16,"Amp",0.195517206154592,"16:55775312-1","16:28190419-28190544"
"Y_RNA",16,"Amp",0.195517206154592,"16:55775312-1","16:28194639-28194751"
"RP11-159J3.1",16,"Amp",0.195517206154592,"16:55775312-1","16:28251014-28251989"
"RP11-57A19.2",16,"Amp",0.195517206154592,"16:55775312-1","16:28296206-28303385"
"SBK1",16,"Amp",0.195517206154592,"16:55775312-1","16:28303840-28335170"
"NPIPB6",16,"Amp",0.195517206154592,"16:55775312-1","16:28353876-28374829"
"RP11-435I10.5",16,"Amp",0.195517206154592,"16:55775312-1","16:28376021-28376654"
"EIF3CL",16,"Amp",0.195517206154592,"16:55775312-1","16:28390900-28415200"
"EIF3CL",16,"Amp",0.195517206154592,"16:55775312-1","16:28390900-28415200"
"RP11-435I10.3",16,"Amp",0.195517206154592,"16:55775312-1","16:28425024-28426339"
"snoU13",16,"Amp",0.195517206154592,"16:55775312-1","16:28453987-28454090"
"RP11-57A19.5",16,"Amp",0.195517206154592,"16:55775312-1","16:28465462-28465832"
"NPIPB7",16,"Amp",0.195517206154592,"16:55775312-1","16:28467693-28481868"
"CLN3",16,"Amp",0.195517206154592,"16:55775312-1","16:28477974-28503333"
"CLN3",16,"Amp",0.195517206154592,"16:55775312-1","16:28477983-28506896"
"APOBR",16,"Amp",0.195517206154592,"16:55775312-1","16:28505970-28510291"
"IL27",16,"Amp",0.195517206154592,"16:55775312-1","16:28510683-28523372"
"NUPR1",16,"Amp",0.195517206154592,"16:55775312-1","16:28548606-28550495"
"RP11-666O2.1",16,"Amp",0.195517206154592,"16:55775312-1","16:28559652-28559979"
"CCDC101",16,"Amp",0.195517206154592,"16:55775312-1","16:28565236-28603111"
"SULT1A2",16,"Amp",0.195517206154592,"16:55775312-1","16:28603264-28608430"
"SULT1A1",16,"Amp",0.195517206154592,"16:55775312-1","16:28616903-28634946"
"NPIPB8",16,"Amp",0.195517206154592,"16:55775312-1","16:28648975-28670003"
"RP11-57A19.4",16,"Amp",0.195517206154592,"16:55775312-1","16:28671017-28752102"
"snoU13",16,"Amp",0.195517206154592,"16:55775312-1","16:28683554-28683657"
"EIF3C",16,"Amp",0.195517206154592,"16:55775312-1","16:28699879-28747051"
"CDC37P1",16,"Amp",0.195517206154592,"16:55775312-1","16:28711615-28712861"
"RP11-1348G14.6",16,"Amp",0.195517206154592,"16:55775312-1","16:28761280-28761916"
"NPIPB9",16,"Amp",0.195517206154592,"16:55775312-1","16:28763108-28784128"
"NPIPB9",16,"Amp",0.195517206154592,"16:55775312-1","16:28763108-28784128"
"snoU13",16,"Amp",0.195517206154592,"16:55775312-1","16:28797731-28797834"
"RP11-1348G14.4",16,"Amp",0.195517206154592,"16:55775312-1","16:28814097-28829149"
"RP11-1348G14.1",16,"Amp",0.195517206154592,"16:55775312-1","16:28825301-28825994"
"RP11-1348G14.5",16,"Amp",0.195517206154592,"16:55775312-1","16:28831891-28833354"
"ATXN2L",16,"Amp",0.195517206154592,"16:55775312-1","16:28834356-28848558"
"RP11-24N18.1",16,"Amp",0.195517206154592,"16:55775312-1","16:28841933-28848521"
"TUFM",16,"Amp",0.195517206154592,"16:55775312-1","16:28853732-28857729"
"MIR4721",16,"Amp",0.195517206154592,"16:55775312-1","16:28855240-28855328"
"SH2B1",16,"Amp",0.195517206154592,"16:55775312-1","16:28857921-28885526"
"RP11-22P6.2",16,"Amp",0.195517206154592,"16:55775312-1","16:28873487-28874661"
"ATP2A1",16,"Amp",0.195517206154592,"16:55775312-1","16:28889726-28915830"
"RP11-22P6.3",16,"Amp",0.195517206154592,"16:55775312-1","16:28890278-28891241"
"SNORA43",16,"Amp",0.195517206154592,"16:55775312-1","16:28892801-28892928"
"RABEP2",16,"Amp",0.195517206154592,"16:55775312-1","16:28915742-28947847"
"CD19",16,"Amp",0.195517206154592,"16:55775312-1","16:28943260-28950667"
"NFATC2IP",16,"Amp",0.195517206154592,"16:55775312-1","16:28962128-28978418"
"RP11-264B17.2",16,"Amp",0.195517206154592,"16:55775312-1","16:28968008-28978204"
"MIR4517",16,"Amp",0.195517206154592,"16:55775312-1","16:28969904-28969982"
"SPNS1",16,"Amp",0.195517206154592,"16:55775312-1","16:28985542-28995869"
"RP11-264B17.3",16,"Amp",0.195517206154592,"16:55775312-1","16:28986125-29002096"
"RP11-264B17.4",16,"Amp",0.195517206154592,"16:55775312-1","16:28986294-28990145"
"LAT",16,"Amp",0.195517206154592,"16:55775312-1","16:28996147-29002104"
"RP11-264B17.5",16,"Amp",0.195517206154592,"16:55775312-1","16:29000461-29002099"
"CTB-134H23.2",16,"Amp",0.195517206154592,"16:55775312-1","16:29049923-29064047"
"CTB-134H23.3",16,"Amp",0.195517206154592,"16:55775312-1","16:29065053-29119429"
"snoU13",16,"Amp",0.195517206154592,"16:55775312-1","16:29077576-29077679"
"RRN3P2",16,"Amp",0.195517206154592,"16:55775312-1","16:29086163-29128039"
"RP11-426C22.5",16,"Amp",0.195517206154592,"16:55775312-1","16:29127448-29229181"
"RP11-426C22.4",16,"Amp",0.195517206154592,"16:55775312-1","16:29228491-29231352"
"AC009093.1",16,"Amp",0.195517206154592,"16:55775312-1","16:29259550-29261449"
"SNX29P2",16,"Amp",0.195517206154592,"16:55775312-1","16:29262829-29519817"
"RP11-426C22.6",16,"Amp",0.195517206154592,"16:55775312-1","16:29273594-29275800"
"RP11-231C14.6",16,"Amp",0.195517206154592,"16:55775312-1","16:29323671-29342598"
"SNX29P2",16,"Amp",0.195517206154592,"16:55775312-1","16:29362067-29381593"
"NPIPB11",16,"Amp",0.195517206154592,"16:55775312-1","16:29392675-29415350"
"RP11-231C14.3",16,"Amp",0.195517206154592,"16:55775312-1","16:29437121-29465435"
"snoU13",16,"Amp",0.195517206154592,"16:55775312-1","16:29448818-29448921"
"RP11-345J4.5",16,"Amp",0.195517206154592,"16:55775312-1","16:29454551-29465972"
"RP11-345J4.6",16,"Amp",0.195517206154592,"16:55775312-1","16:29460512-29460946"
"BOLA2",16,"Amp",0.195517206154592,"16:55775312-1","16:29464914-29466285"
"BOLA2",16,"Amp",0.195517206154592,"16:55775312-1","16:29464914-29466285"
"SLX1B",16,"Amp",0.195517206154592,"16:55775312-1","16:29465822-29469540"
"SLX1B",16,"Amp",0.195517206154592,"16:55775312-1","16:29465822-29469540"
"SLX1B-SULT1A4",16,"Amp",0.195517206154592,"16:55775312-1","16:29466412-29476283"
"SULT1A4",16,"Amp",0.195517206154592,"16:55775312-1","16:29467127-29476300"
"SULT1A4",16,"Amp",0.195517206154592,"16:55775312-1","16:29467127-29476300"
"SULT1A4",16,"Amp",0.195517206154592,"16:55775312-1","16:29467127-29476300"
"RP11-345J4.3",16,"Amp",0.195517206154592,"16:55775312-1","16:29476288-29479154"
"RP11-345J4.1",16,"Amp",0.195517206154592,"16:55775312-1","16:29486385-29486676"
"RP11-231C14.5",16,"Amp",0.195517206154592,"16:55775312-1","16:29490200-29493912"
"RP11-231C14.4",16,"Amp",0.195517206154592,"16:55775312-1","16:29495010-29517320"
"RP11-345J4.8",16,"Amp",0.195517206154592,"16:55775312-1","16:29538889-29606395"
"snoU13",16,"Amp",0.195517206154592,"16:55775312-1","16:29550583-29550686"
"MIR3680-2",16,"Amp",0.195517206154592,"16:55775312-1","16:29610500-29610586"
"MIR3680-2",16,"Amp",0.195517206154592,"16:55775312-1","16:29610500-29610586"
"SLC7A5P1",16,"Amp",0.195517206154592,"16:55775312-1","16:29624425-29624961"
"CA5AP1",16,"Amp",0.195517206154592,"16:55775312-1","16:29630106-29647649"
"RP11-368N21.1",16,"Amp",0.195517206154592,"16:55775312-1","16:29635838-29636146"
